Demand for PJM Interconnection LLC (PJM) American Electric Power zone hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3390296&sdid=EBA.PJM-AEP.D.H
19:27:58 GMT-0500 (Central Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.PJM-AEP.D.H megawatthours
12/22/2019 09H,13984
12/22/2019 08H,14016
12/22/2019 07H,14021
12/22/2019 06H,14329
12/22/2019 05H,14641
12/22/2019 04H,15082
12/22/2019 03H,15351
12/22/2019 02H,15357
12/22/2019 01H,15247
12/22/2019 00H,15081
12/21/2019 23H,14721
12/21/2019 22H,13757
12/21/2019 21H,13507
12/21/2019 20H,13594
12/21/2019 19H,14019
12/21/2019 18H,14424
12/21/2019 17H,15149
12/21/2019 16H,15764
12/21/2019 15H,16186
12/21/2019 14H,16220
12/21/2019 13H,15789
12/21/2019 12H,15311
12/21/2019 11H,14799
12/21/2019 10H,14554
12/21/2019 09H,14397
12/21/2019 08H,14377
12/21/2019 07H,14423
12/21/2019 06H,14642
12/21/2019 05H,15201
12/21/2019 04H,15818
12/21/2019 03H,16314
12/21/2019 02H,16555
12/21/2019 01H,16634
12/21/2019 00H,16564
12/20/2019 23H,16253
12/20/2019 22H,15378
12/20/2019 21H,15152
12/20/2019 20H,15210
12/20/2019 19H,15581
12/20/2019 18H,15958
12/20/2019 17H,16641
12/20/2019 16H,17470
12/20/2019 15H,18424
12/20/2019 14H,19164
12/20/2019 13H,19364
12/20/2019 12H,18566
12/20/2019 11H,17343
12/20/2019 10H,16567
12/20/2019 09H,16165
12/20/2019 08H,16089
12/20/2019 07H,16048
12/20/2019 06H,16173
12/20/2019 05H,16662
12/20/2019 04H,17350
12/20/2019 03H,18036
12/20/2019 02H,18279
12/20/2019 01H,18396
12/20/2019 00H,18302
12/19/2019 23H,17842
12/19/2019 22H,16692
12/19/2019 21H,16348
12/19/2019 20H,16510
12/19/2019 19H,16918
12/19/2019 18H,17426
12/19/2019 17H,18029
12/19/2019 16H,18860
12/19/2019 15H,19538
12/19/2019 14H,20233
12/19/2019 13H,20462
12/19/2019 12H,19779
12/19/2019 11H,18400
12/19/2019 10H,17520
12/19/2019 09H,17166
12/19/2019 08H,17018
12/19/2019 07H,17098
12/19/2019 06H,17266
12/19/2019 05H,17578
12/19/2019 04H,18279
12/19/2019 03H,18915
12/19/2019 02H,19228
12/19/2019 01H,19265
12/19/2019 00H,19187
12/18/2019 23H,18713
12/18/2019 22H,17700
12/18/2019 21H,17269
12/18/2019 20H,17250
12/18/2019 19H,17435
12/18/2019 18H,17593
12/18/2019 17H,17769
12/18/2019 16H,18126
12/18/2019 15H,18387
12/18/2019 14H,18663
12/18/2019 13H,18789
12/18/2019 12H,18106
12/18/2019 11H,17033
12/18/2019 10H,16181
12/18/2019 09H,15841
12/18/2019 08H,15693
12/18/2019 07H,15729
12/18/2019 06H,15824
12/18/2019 05H,16194
12/18/2019 04H,16844
12/18/2019 03H,17549
12/18/2019 02H,17769
12/18/2019 01H,17681
12/18/2019 00H,17766
12/17/2019 23H,17427
12/17/2019 22H,16607
12/17/2019 21H,16332
12/17/2019 20H,16388
12/17/2019 19H,16465
12/17/2019 18H,16544
12/17/2019 17H,16536
12/17/2019 16H,16725
12/17/2019 15H,16748
12/17/2019 14H,16765
12/17/2019 13H,16759
12/17/2019 12H,15961
12/17/2019 11H,14871
12/17/2019 10H,14102
12/17/2019 09H,13877
12/17/2019 08H,13779
12/17/2019 07H,13996
12/17/2019 06H,14222
12/17/2019 05H,14779
12/17/2019 04H,15544
12/17/2019 03H,16327
12/17/2019 02H,16813
12/17/2019 01H,17012
12/17/2019 00H,17244
12/16/2019 23H,17141
12/16/2019 22H,16373
12/16/2019 21H,16135
12/16/2019 20H,16200
12/16/2019 19H,16323
12/16/2019 18H,16363
12/16/2019 17H,16444
12/16/2019 16H,16496
12/16/2019 15H,16541
12/16/2019 14H,16703
12/16/2019 13H,16613
12/16/2019 12H,15875
12/16/2019 11H,14697
12/16/2019 10H,13971
12/16/2019 09H,13938
12/16/2019 08H,14025
12/16/2019 07H,14124
12/16/2019 06H,14295
12/16/2019 05H,14755
12/16/2019 04H,15204
12/16/2019 03H,15634
12/16/2019 02H,15912
12/16/2019 01H,15933
12/16/2019 00H,15858
12/15/2019 23H,15502
12/15/2019 22H,14559
12/15/2019 21H,14113
12/15/2019 20H,14021
12/15/2019 19H,14219
12/15/2019 18H,14468
12/15/2019 17H,14631
12/15/2019 16H,14763
12/15/2019 15H,14863
12/15/2019 14H,14581
12/15/2019 13H,14188
12/15/2019 12H,13644
12/15/2019 11H,13216
12/15/2019 10H,13024
12/15/2019 09H,12849
12/15/2019 08H,12876
12/15/2019 07H,12926
12/15/2019 06H,13199
12/15/2019 05H,13746
12/15/2019 04H,14332
12/15/2019 03H,14835
12/15/2019 02H,15054
12/15/2019 01H,15171
12/15/2019 00H,15316
12/14/2019 23H,15284
12/14/2019 22H,14696
12/14/2019 21H,14445
12/14/2019 20H,14402
12/14/2019 19H,14590
12/14/2019 18H,14675
12/14/2019 17H,14883
12/14/2019 16H,15005
12/14/2019 15H,14907
12/14/2019 14H,14666
12/14/2019 13H,14244
12/14/2019 12H,13589
12/14/2019 11H,13287
12/14/2019 10H,13073
12/14/2019 09H,12913
12/14/2019 08H,13085
12/14/2019 07H,13209
12/14/2019 06H,13540
12/14/2019 05H,14069
12/14/2019 04H,14744
12/14/2019 03H,15447
12/14/2019 02H,15757
12/14/2019 01H,15991
12/14/2019 00H,16080
12/13/2019 23H,16263
12/13/2019 22H,15614
12/13/2019 21H,15526
12/13/2019 20H,15706
12/13/2019 19H,16132
12/13/2019 18H,16380
12/13/2019 17H,16820
12/13/2019 16H,17173
12/13/2019 15H,17242
12/13/2019 14H,17423
12/13/2019 13H,17511
12/13/2019 12H,16865
12/13/2019 11H,15836
12/13/2019 10H,15017
12/13/2019 09H,14874
12/13/2019 08H,14888
12/13/2019 07H,15083
12/13/2019 06H,15281
12/13/2019 05H,15851
12/13/2019 04H,16637
12/13/2019 03H,17330
12/13/2019 02H,17598
12/13/2019 01H,17635
12/13/2019 00H,17625
12/12/2019 23H,17337
12/12/2019 22H,16352
12/12/2019 21H,15991
12/12/2019 20H,16078
12/12/2019 19H,16316
12/12/2019 18H,16714
12/12/2019 17H,17258
12/12/2019 16H,17826
12/12/2019 15H,18591
12/12/2019 14H,19208
12/12/2019 13H,19644
12/12/2019 12H,18985
12/12/2019 11H,17692
12/12/2019 10H,16931
12/12/2019 09H,16418
12/12/2019 08H,16414
12/12/2019 07H,16389
12/12/2019 06H,16522
12/12/2019 05H,16934
12/12/2019 04H,17534
12/12/2019 03H,18210
12/12/2019 02H,18462
12/12/2019 01H,18578
12/12/2019 00H,18565
12/11/2019 23H,18066
12/11/2019 22H,17144
12/11/2019 21H,16861
12/11/2019 20H,16933
12/11/2019 19H,17051
12/11/2019 18H,17319
12/11/2019 17H,17428
12/11/2019 16H,17709
12/11/2019 15H,17945
12/11/2019 14H,18477
12/11/2019 13H,18577
12/11/2019 12H,17828
12/11/2019 11H,16504
12/11/2019 10H,15606
12/11/2019 09H,15246
12/11/2019 08H,15127
12/11/2019 07H,15235
12/11/2019 06H,15399
12/11/2019 05H,15768
12/11/2019 04H,16440
12/11/2019 03H,17158
12/11/2019 02H,17567
12/11/2019 01H,17627
12/11/2019 00H,17553
12/10/2019 23H,17323
12/10/2019 22H,16554
12/10/2019 21H,16324
12/10/2019 20H,16036
12/10/2019 19H,16156
12/10/2019 18H,15890
12/10/2019 17H,15920
12/10/2019 16H,15823
12/10/2019 15H,15729
12/10/2019 14H,15625
12/10/2019 13H,15530
12/10/2019 12H,14698
12/10/2019 11H,13390
12/10/2019 10H,12721
12/10/2019 09H,12334
12/10/2019 08H,12180
12/10/2019 07H,12319
12/10/2019 06H,12677
12/10/2019 05H,13138
12/10/2019 04H,13918
12/10/2019 03H,14699
12/10/2019 02H,15228
12/10/2019 01H,15468
12/10/2019 00H,15737
12/9/2019 23H,15632
12/9/2019 22H,15282
12/9/2019 21H,15157
12/9/2019 20H,15388
12/9/2019 19H,15619
12/9/2019 18H,15607
12/9/2019 17H,15676
12/9/2019 16H,15862
12/9/2019 15H,15877
12/9/2019 14H,15786
12/9/2019 13H,15754
12/9/2019 12H,15065
12/9/2019 11H,13787
12/9/2019 10H,12867
12/9/2019 09H,12421
12/9/2019 08H,12295
12/9/2019 07H,12500
12/9/2019 06H,12677
12/9/2019 05H,13075
12/9/2019 04H,13633
12/9/2019 03H,14249
12/9/2019 02H,14682
12/9/2019 01H,14788
12/9/2019 00H,14857
12/8/2019 23H,14615
12/8/2019 22H,13685
12/8/2019 21H,13315
12/8/2019 20H,13330
12/8/2019 19H,13508
12/8/2019 18H,13877
12/8/2019 17H,14168
12/8/2019 16H,14683
12/8/2019 15H,15235
12/8/2019 14H,15483
12/8/2019 13H,15214
12/8/2019 12H,14702
12/8/2019 11H,14322
12/8/2019 10H,14059
12/8/2019 09H,13842
12/8/2019 08H,13844
12/8/2019 07H,13915
12/8/2019 06H,14148
12/8/2019 05H,14505
12/8/2019 04H,14892
12/8/2019 03H,15185
12/8/2019 02H,15319
12/8/2019 01H,15270
12/8/2019 00H,15142
12/7/2019 23H,14732
12/7/2019 22H,13774
12/7/2019 21H,13334
12/7/2019 20H,13369
12/7/2019 19H,13660
12/7/2019 18H,14105
12/7/2019 17H,14575
12/7/2019 16H,15033
12/7/2019 15H,15331
12/7/2019 14H,15584
12/7/2019 13H,15324
12/7/2019 12H,14715
12/7/2019 11H,14128
12/7/2019 10H,13774
12/7/2019 09H,13432
12/7/2019 08H,13446
12/7/2019 07H,13519
12/7/2019 06H,13745
12/7/2019 05H,14164
12/7/2019 04H,14759
12/7/2019 03H,15198
12/7/2019 02H,15521
12/7/2019 01H,15565
12/7/2019 00H,15653
12/6/2019 23H,15628
12/6/2019 22H,15040
12/6/2019 21H,14932
12/6/2019 20H,15153
12/6/2019 19H,15461
12/6/2019 18H,15555
12/6/2019 17H,15875
12/6/2019 16H,16075
12/6/2019 15H,16345
12/6/2019 14H,16534
12/6/2019 13H,16833
12/6/2019 12H,16369
12/6/2019 11H,15305
12/6/2019 10H,14519
12/6/2019 09H,14379
12/6/2019 08H,14430
12/6/2019 07H,14376
12/6/2019 06H,14445
12/6/2019 05H,14978
12/6/2019 04H,15501
12/6/2019 03H,16001
12/6/2019 02H,16285
12/6/2019 01H,16221
12/6/2019 00H,16071
12/5/2019 23H,15490
12/5/2019 22H,14534
12/5/2019 21H,14271
12/5/2019 20H,14420
12/5/2019 19H,14725
12/5/2019 18H,14630
12/5/2019 17H,15243
12/5/2019 16H,15763
12/5/2019 15H,16236
12/5/2019 14H,16795
12/5/2019 13H,16932
12/5/2019 12H,16243
12/5/2019 11H,15021
12/5/2019 10H,14253
12/5/2019 09H,13943
12/5/2019 08H,13910
12/5/2019 07H,13956
12/5/2019 06H,14234
12/5/2019 05H,14734
12/5/2019 04H,15458
12/5/2019 03H,16160
12/5/2019 02H,16463
12/5/2019 01H,16677
12/5/2019 00H,16709
12/4/2019 23H,16403
12/4/2019 22H,15559
12/4/2019 21H,15204
12/4/2019 20H,15252
12/4/2019 19H,15543
12/4/2019 18H,15712
12/4/2019 17H,16201
12/4/2019 16H,16683
12/4/2019 15H,16973
12/4/2019 14H,17298
12/4/2019 13H,17459
12/4/2019 12H,16863
12/4/2019 11H,15664
12/4/2019 10H,14888
12/4/2019 09H,14614
12/4/2019 08H,14580
12/4/2019 07H,14665
12/4/2019 06H,14842
12/4/2019 05H,15277
12/4/2019 04H,15933
12/4/2019 03H,16769
12/4/2019 02H,17305
12/4/2019 01H,17456
12/4/2019 00H,17522
12/3/2019 23H,17284
12/3/2019 22H,16684
12/3/2019 21H,16402
12/3/2019 20H,16547
12/3/2019 19H,16627
12/3/2019 18H,16746
12/3/2019 17H,16762
12/3/2019 16H,16923
12/3/2019 15H,17003
12/3/2019 14H,17111
12/3/2019 13H,17174
12/3/2019 12H,16533
12/3/2019 11H,15296
12/3/2019 10H,14590
12/3/2019 09H,14329
12/3/2019 08H,14284
12/3/2019 07H,14342
12/3/2019 06H,14607
12/3/2019 05H,15097
12/3/2019 04H,15876
12/3/2019 03H,16635
12/3/2019 02H,17225
12/3/2019 01H,17416
12/3/2019 00H,17452
12/2/2019 23H,17344
12/2/2019 22H,16707
12/2/2019 21H,16443
12/2/2019 20H,16418
12/2/2019 19H,16455
12/2/2019 18H,16538
12/2/2019 17H,16501
12/2/2019 16H,16550
12/2/2019 15H,16425
12/2/2019 14H,16324
12/2/2019 13H,16167
12/2/2019 12H,15390
12/2/2019 11H,14206
12/2/2019 10H,13306
12/2/2019 09H,12977
12/2/2019 08H,12845
12/2/2019 07H,12752
12/2/2019 06H,12934
12/2/2019 05H,13189
12/2/2019 04H,13591
12/2/2019 03H,14148
12/2/2019 02H,14518
12/2/2019 01H,14566
12/2/2019 00H,14530
12/1/2019 23H,14272
12/1/2019 22H,13359
12/1/2019 21H,29023
12/1/2019 20H,12794
12/1/2019 19H,12786
12/1/2019 18H,12743
12/1/2019 17H,12607
12/1/2019 16H,12575
12/1/2019 15H,12612
12/1/2019 14H,12473
12/1/2019 13H,12304
12/1/2019 12H,12000
12/1/2019 11H,11760
12/1/2019 10H,11625
12/1/2019 09H,11745
12/1/2019 08H,11803
12/1/2019 07H,11920
12/1/2019 06H,12196
12/1/2019 05H,12551
12/1/2019 04H,13104
12/1/2019 03H,13581
12/1/2019 02H,14003
12/1/2019 01H,14198
12/1/2019 00H,14441
11/30/2019 23H,14380
11/30/2019 22H,13939
11/30/2019 21H,13718
11/30/2019 20H,13698
11/30/2019 19H,13753
11/30/2019 18H,13885
11/30/2019 17H,14074
11/30/2019 16H,14112
11/30/2019 15H,13867
11/30/2019 14H,13482
11/30/2019 13H,13031
11/30/2019 12H,12527
11/30/2019 11H,12153
11/30/2019 10H,11850
11/30/2019 09H,11691
11/30/2019 08H,11762
11/30/2019 07H,11824
11/30/2019 06H,11992
11/30/2019 05H,12381
11/30/2019 04H,12857
11/30/2019 03H,13247
11/30/2019 02H,13488
11/30/2019 01H,13676
11/30/2019 00H,13756
11/29/2019 23H,13822
11/29/2019 22H,13225
11/29/2019 21H,12924
11/29/2019 20H,12882
11/29/2019 19H,13012
11/29/2019 18H,13206
11/29/2019 17H,13349
11/29/2019 16H,13574
11/29/2019 15H,13674
11/29/2019 14H,13645
11/29/2019 13H,13442
11/29/2019 12H,13083
11/29/2019 11H,12590
11/29/2019 10H,12245
11/29/2019 09H,12043
11/29/2019 08H,11965
11/29/2019 07H,12060
11/29/2019 06H,12221
11/29/2019 05H,12533
11/29/2019 04H,12833
11/29/2019 03H,13131
11/29/2019 02H,13282
11/29/2019 01H,13219
11/29/2019 00H,13109
11/28/2019 23H,13071
11/28/2019 22H,12705
11/28/2019 21H,12653
11/28/2019 20H,12851
11/28/2019 19H,13255
11/28/2019 18H,13917
11/28/2019 17H,14537
11/28/2019 16H,14597
11/28/2019 15H,14322
11/28/2019 14H,13881
11/28/2019 13H,13320
11/28/2019 12H,12880
11/28/2019 11H,12504
11/28/2019 10H,12189
11/28/2019 09H,12077
11/28/2019 08H,12145
11/28/2019 07H,12283
11/28/2019 06H,12563
11/28/2019 05H,13071
11/28/2019 04H,13739
11/28/2019 03H,14271
11/28/2019 02H,14674
11/28/2019 01H,14827
11/28/2019 00H,14897
11/27/2019 23H,14717
11/27/2019 22H,14149
11/27/2019 21H,13919
11/27/2019 20H,13991
11/27/2019 19H,14265
11/27/2019 18H,14333
11/27/2019 17H,14381
11/27/2019 16H,14626
11/27/2019 15H,14543
11/27/2019 14H,14535
11/27/2019 13H,14279
11/27/2019 12H,13682
11/27/2019 11H,12886
11/27/2019 10H,12432
11/27/2019 09H,12204
11/27/2019 08H,12236
11/27/2019 07H,12333
11/27/2019 06H,12631
11/27/2019 05H,13041
11/27/2019 04H,13582
11/27/2019 03H,14196
11/27/2019 02H,14646
11/27/2019 01H,14770
11/27/2019 00H,14697
11/26/2019 23H,14590
11/26/2019 22H,13998
11/26/2019 21H,13791
11/26/2019 20H,13862
11/26/2019 19H,14060
11/26/2019 18H,14074
11/26/2019 17H,14614
11/26/2019 16H,15185
11/26/2019 15H,15834
11/26/2019 14H,16353
11/26/2019 13H,16702
11/26/2019 12H,15976
11/26/2019 11H,14780
11/26/2019 10H,14058
11/26/2019 09H,13636
11/26/2019 08H,13466
11/26/2019 07H,13386
11/26/2019 06H,13512
11/26/2019 05H,13934
11/26/2019 04H,14530
11/26/2019 03H,15081
11/26/2019 02H,15499
11/26/2019 01H,15375
11/26/2019 00H,15205
11/25/2019 23H,14752
11/25/2019 22H,13983
11/25/2019 21H,13821
11/25/2019 20H,13904
11/25/2019 19H,14162
11/25/2019 18H,14501
11/25/2019 17H,14864
11/25/2019 16H,15290
11/25/2019 15H,15873
11/25/2019 14H,16531
11/25/2019 13H,16826
11/25/2019 12H,16089
11/25/2019 11H,14799
11/25/2019 10H,13982
11/25/2019 09H,13648
11/25/2019 08H,13495
11/25/2019 07H,13514
11/25/2019 06H,13625
11/25/2019 05H,13885
11/25/2019 04H,14308
11/25/2019 03H,14744
11/25/2019 02H,15073
11/25/2019 01H,15083
11/25/2019 00H,15068
11/24/2019 23H,14611
11/24/2019 22H,13592
11/24/2019 21H,13283
11/24/2019 20H,13359
11/24/2019 19H,13547
11/24/2019 18H,13823
11/24/2019 17H,14075
11/24/2019 16H,14295
11/24/2019 15H,14539
11/24/2019 14H,14442
11/24/2019 13H,14041
11/24/2019 12H,13588
11/24/2019 11H,13122
11/24/2019 10H,12896
11/24/2019 09H,12771
11/24/2019 08H,12791
11/24/2019 07H,12862
11/24/2019 06H,13033
11/24/2019 05H,13400
11/24/2019 04H,13818
11/24/2019 03H,14304
11/24/2019 02H,14548
11/24/2019 01H,14752
11/24/2019 00H,15089
11/23/2019 23H,15193
11/23/2019 22H,14787
11/23/2019 21H,14613
11/23/2019 20H,14612
11/23/2019 19H,14702
11/23/2019 18H,14862
11/23/2019 17H,15023
11/23/2019 16H,15186
11/23/2019 15H,15231
11/23/2019 14H,15148
11/23/2019 13H,14702
11/23/2019 12H,14280
11/23/2019 11H,13816
11/23/2019 10H,13537
11/23/2019 09H,13376
11/23/2019 08H,13403
11/23/2019 07H,13409
11/23/2019 06H,13560
11/23/2019 05H,13986
11/23/2019 04H,14596
11/23/2019 03H,15102
11/23/2019 02H,15361
11/23/2019 01H,15361
11/23/2019 00H,15423
11/22/2019 23H,15164
11/22/2019 22H,14546
11/22/2019 21H,14322
11/22/2019 20H,14587
11/22/2019 19H,14828
11/22/2019 18H,15103
11/22/2019 17H,15247
11/22/2019 16H,15502
11/22/2019 15H,15452
11/22/2019 14H,15230
11/22/2019 13H,15223
11/22/2019 12H,14626
11/22/2019 11H,13479
11/22/2019 10H,12682
11/22/2019 09H,12347
11/22/2019 08H,12304
11/22/2019 07H,12394
11/22/2019 06H,12718
11/22/2019 05H,13101
11/22/2019 04H,13823
11/22/2019 03H,14613
11/22/2019 02H,15079
11/22/2019 01H,15323
11/22/2019 00H,15449
11/21/2019 23H,15359
11/21/2019 22H,14896
11/21/2019 21H,14614
11/21/2019 20H,14737
11/21/2019 19H,14979
11/21/2019 18H,15051
11/21/2019 17H,15307
11/21/2019 16H,15764
11/21/2019 15H,16072
11/21/2019 14H,16492
11/21/2019 13H,16734
11/21/2019 12H,16220
11/21/2019 11H,14937
11/21/2019 10H,14170
11/21/2019 09H,13750
11/21/2019 08H,13630
11/21/2019 07H,13683
11/21/2019 06H,13827
11/21/2019 05H,14136
11/21/2019 04H,14722
11/21/2019 03H,15429
11/21/2019 02H,15645
11/21/2019 01H,15796
11/21/2019 00H,15894
11/20/2019 23H,15620
11/20/2019 22H,14883
11/20/2019 21H,14607
11/20/2019 20H,14822
11/20/2019 19H,14967
11/20/2019 18H,15176
11/20/2019 17H,15325
11/20/2019 16H,15528
11/20/2019 15H,15700
11/20/2019 14H,15946
11/20/2019 13H,16069
11/20/2019 12H,15593
11/20/2019 11H,14370
11/20/2019 10H,13702
11/20/2019 09H,13303
11/20/2019 08H,13154
11/20/2019 07H,13334
11/20/2019 06H,13574
11/20/2019 05H,14050
11/20/2019 04H,14646
11/20/2019 03H,15411
11/20/2019 02H,15881
11/20/2019 01H,15974
11/20/2019 00H,16003
11/19/2019 23H,15754
11/19/2019 22H,14989
11/19/2019 21H,14789
11/19/2019 20H,14891
11/19/2019 19H,15183
11/19/2019 18H,15314
11/19/2019 17H,15611
11/19/2019 16H,15897
11/19/2019 15H,16144
11/19/2019 14H,16122
11/19/2019 13H,16180
11/19/2019 12H,15582
11/19/2019 11H,14404
11/19/2019 10H,13647
11/19/2019 09H,13418
11/19/2019 08H,13391
11/19/2019 07H,13443
11/19/2019 06H,13587
11/19/2019 05H,14047
11/19/2019 04H,14758
11/19/2019 03H,15456
11/19/2019 02H,15889
11/19/2019 01H,16025
11/19/2019 00H,16076
11/18/2019 23H,15782
11/18/2019 22H,15125
11/18/2019 21H,14911
11/18/2019 20H,14998
11/18/2019 19H,15219
11/18/2019 18H,15301
11/18/2019 17H,15606
11/18/2019 16H,15935
11/18/2019 15H,16277
11/18/2019 14H,16497
11/18/2019 13H,16618
11/18/2019 12H,15925
11/18/2019 11H,14603
11/18/2019 10H,13689
11/18/2019 09H,13272
11/18/2019 08H,13260
11/18/2019 07H,13115
11/18/2019 06H,13211
11/18/2019 05H,13500
11/18/2019 04H,13927
11/18/2019 03H,14420
11/18/2019 02H,14890
11/18/2019 01H,14896
11/18/2019 00H,14831
11/17/2019 23H,14488
11/17/2019 22H,13609
11/17/2019 21H,13210
11/17/2019 20H,13150
11/17/2019 19H,13320
11/17/2019 18H,13628
11/17/2019 17H,13974
11/17/2019 16H,14510
11/17/2019 15H,15029
11/17/2019 14H,15293
11/17/2019 13H,15033
11/17/2019 12H,14600
11/17/2019 11H,14233
11/17/2019 10H,14031
11/17/2019 09H,13856
11/17/2019 08H,13879
11/17/2019 07H,13929
11/17/2019 06H,14058
11/17/2019 05H,14257
11/17/2019 04H,14733
11/17/2019 03H,15055
11/17/2019 02H,15246
11/17/2019 01H,15280
11/17/2019 00H,15147
11/16/2019 23H,14657
11/16/2019 22H,13836
11/16/2019 21H,13497
11/16/2019 20H,13528
11/16/2019 19H,13822
11/16/2019 18H,14232
11/16/2019 17H,14810
11/16/2019 16H,15357
11/16/2019 15H,15677
11/16/2019 14H,16001
11/16/2019 13H,15798
11/16/2019 12H,15302
11/16/2019 11H,14852
11/16/2019 10H,14530
11/16/2019 09H,14270
11/16/2019 08H,14223
11/16/2019 07H,14281
11/16/2019 06H,14385
11/16/2019 05H,14762
11/16/2019 04H,15325
11/16/2019 03H,15744
11/16/2019 02H,15973
11/16/2019 01H,16041
11/16/2019 00H,15993
11/15/2019 23H,15602
11/15/2019 22H,14969
11/15/2019 21H,14737
11/15/2019 20H,14948
11/15/2019 19H,15350
11/15/2019 18H,15575
11/15/2019 17H,16040
11/15/2019 16H,16678
11/15/2019 15H,17130
11/15/2019 14H,17586
11/15/2019 13H,17862
11/15/2019 12H,17280
11/15/2019 11H,16043
11/15/2019 10H,15289
11/15/2019 09H,15010
11/15/2019 08H,14982
11/15/2019 07H,15006
11/15/2019 06H,15203
11/15/2019 05H,15484
11/15/2019 04H,16129
11/15/2019 03H,16677
11/15/2019 02H,17069
11/15/2019 01H,17132
11/15/2019 00H,17145
11/14/2019 23H,16767
11/14/2019 22H,15987
11/14/2019 21H,15853
11/14/2019 20H,15978
11/14/2019 19H,16273
11/14/2019 18H,16631
11/14/2019 17H,17111
11/14/2019 16H,17886
11/14/2019 15H,18323
11/14/2019 14H,18736
11/14/2019 13H,19071
11/14/2019 12H,18688
11/14/2019 11H,17435
11/14/2019 10H,16586
11/14/2019 09H,16389
11/14/2019 08H,16218
11/14/2019 07H,16272
11/14/2019 06H,16375
11/14/2019 05H,16814
11/14/2019 04H,17398
11/14/2019 03H,18013
11/14/2019 02H,18427
11/14/2019 01H,18468
11/14/2019 00H,18512
11/13/2019 23H,18005
11/13/2019 22H,17263
11/13/2019 21H,16844
11/13/2019 20H,17043
11/13/2019 19H,17353
11/13/2019 18H,17548
11/13/2019 17H,18020
11/13/2019 16H,18533
11/13/2019 15H,19086
11/13/2019 14H,19790
11/13/2019 13H,20329
11/13/2019 12H,19808
11/13/2019 11H,18528
11/13/2019 10H,17521
11/13/2019 09H,17191
11/13/2019 08H,17099
11/13/2019 07H,16946
11/13/2019 06H,17024
11/13/2019 05H,17302
11/13/2019 04H,17670
11/13/2019 03H,18297
11/13/2019 02H,18738
11/13/2019 01H,18857
11/13/2019 00H,18828
11/12/2019 23H,18394
11/12/2019 22H,17404
11/12/2019 21H,17125
11/12/2019 20H,17132
11/12/2019 19H,17324
11/12/2019 18H,17399
11/12/2019 17H,17319
11/12/2019 16H,17097
11/12/2019 15H,17051
11/12/2019 14H,16907
11/12/2019 13H,16807
11/12/2019 12H,16086
11/12/2019 11H,15015
11/12/2019 10H,14205
11/12/2019 09H,13923
11/12/2019 08H,13749
11/12/2019 07H,13663
11/12/2019 06H,13742
11/12/2019 05H,13971
11/12/2019 04H,14538
11/12/2019 03H,15052
11/12/2019 02H,15410
11/12/2019 01H,15558
11/12/2019 00H,15441
11/11/2019 23H,15120
11/11/2019 22H,14435
11/11/2019 21H,14229
11/11/2019 20H,14326
11/11/2019 19H,14414
11/11/2019 18H,14538
11/11/2019 17H,14676
11/11/2019 16H,14943
11/11/2019 15H,15215
11/11/2019 14H,15413
11/11/2019 13H,15395
11/11/2019 12H,14560
11/11/2019 11H,13402
11/11/2019 10H,12585
11/11/2019 09H,12187
11/11/2019 08H,12048
11/11/2019 07H,11912
11/11/2019 06H,12021
11/11/2019 05H,12249
11/11/2019 04H,12616
11/11/2019 03H,13098
11/11/2019 02H,13462
11/11/2019 01H,13514
11/11/2019 00H,13540
11/10/2019 23H,13159
11/10/2019 22H,12398
11/10/2019 21H,12123
11/10/2019 20H,12080
11/10/2019 19H,12234
11/10/2019 18H,12486
11/10/2019 17H,12759
11/10/2019 16H,13194
11/10/2019 15H,13602
11/10/2019 14H,13774
11/10/2019 13H,13531
11/10/2019 12H,13203
11/10/2019 11H,12877
11/10/2019 10H,12632
11/10/2019 09H,12677
11/10/2019 08H,12798
11/10/2019 07H,12980
11/10/2019 06H,13217
11/10/2019 05H,13590
11/10/2019 04H,14048
11/10/2019 03H,14440
11/10/2019 02H,14726
11/10/2019 01H,14777
11/10/2019 00H,14766
11/9/2019 23H,14464
11/9/2019 22H,13765
11/9/2019 21H,13500
11/9/2019 20H,13610
11/9/2019 19H,13927
11/9/2019 18H,14357
11/9/2019 17H,14896
11/9/2019 16H,15380
11/9/2019 15H,15807
11/9/2019 14H,15995
11/9/2019 13H,15819
11/9/2019 12H,15563
11/9/2019 11H,15042
11/9/2019 10H,14717
11/9/2019 09H,14650
11/9/2019 08H,14572
11/9/2019 07H,14599
11/9/2019 06H,14669
11/9/2019 05H,14889
11/9/2019 04H,15512
11/9/2019 03H,15955
11/9/2019 02H,16228
11/9/2019 01H,16288
11/9/2019 00H,16379
11/8/2019 23H,15913
11/8/2019 22H,15061
11/8/2019 21H,14697
11/8/2019 20H,14977
11/8/2019 19H,15232
11/8/2019 18H,15538
11/8/2019 17H,15885
11/8/2019 16H,16232
11/8/2019 15H,16584
11/8/2019 14H,16829
11/8/2019 13H,16764
11/8/2019 12H,16240
11/8/2019 11H,14915
11/8/2019 10H,14025
11/8/2019 09H,13740
11/8/2019 08H,13699
11/8/2019 07H,13631
11/8/2019 06H,13708
11/8/2019 05H,14096
11/8/2019 04H,14640
11/8/2019 03H,15333
11/8/2019 02H,15735
11/8/2019 01H,16000
